Client Mac,Client IPv4,Client IPv6,Site Name,Site Location,Site Description,AP Name,AP Description,Device IPv4,Device IPv6,AP Mac,User Name,SSID,RSSI Strength,Data Uploaded (MB),Data Downloaded (MB),Interface,Channel,Radio ID,Uptime,Association Time,Disassociation Time,Host Name,Device Type,Device OS,Protocol,SNR,Created At,SAP ID,Group Name,apGroupName,subAPGroup1,subAPGroup2,subAPGroup3,subAPGroup4,waniaxRu26,waniaxRu52,waniaxRu106,waniaxRu242,waniaxRu484,waniaxRu996,waniaxTxmcs48,waniaxTxmcs24,waniaxTxmcs12,waniaxTxmcs6,waniaxTxmcs54,waniaxTxmcs36,waniaxTxmcs18,waniaxTxmcs9,waniaxRxmcs48,waniaxRxmcs24,waniaxRxmcs12,waniaxRxmcs6,waniaxRxmcs54,waniaxRxmcs36,waniaxRxmcs18,waniaxRxmcs9,hkRu26,hkRu52,hkRu106,hkRu242,hkRu484,hkRu996,hkTxmcs48,hkTxmcs24,hkTxmcs12,hkTxmcs6,hkTxmcs54,hkTxmcs36,hkTxmcs18,hkTxmcs9,hkRxmcs48,hkRxmcs24,hkRxmcs12,hkRxmcs6,hkRxmcs54,hkRxmcs36,hkRxmcs18,hkRxmcs9,BSSID,Anomaly_Score,Anomaly_Score_Adjusted,Spike_Driven,Is_Anomaly
FE-0F-61-0B-BA-06,172.24.21.77,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-82,0.16,1.01,5GHz,124,802.11axa,00:01:02,15-05-2025 13:13:28,15-05-2025 13:14:30,OnePlus-9-Pro-5G,MOBILE_TABLET,Generic Android,1.3,13,15-05-2025 13:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0502479534443101,0.00502479534443101,False,True
DA-32-AB-F7-04-B8,172.24.21.140,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-58,0.16,4.01,5GHz,112,802.11axa,00:00:09,15-05-2025 07:39:14,,Xiaomi-Pad-6,MOBILE_TABLET,Generic Android,1.3,36,15-05-2025 07:39,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,00:06:AE:84:F8:27,0.050161578332819756,0.005016157833281976,False,True
5A-8F-84-E5-A5-38,172.24.19.115,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-86,0.0,0.0,5GHz,124,802.11axa,00:03:41,15-05-2025 11:02:17,,iPhone,MOBILE_TABLET,Apple iOS,1.3,9,15-05-2025 11:06,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.049928840676435327,0.004992884067643533,False,True
A2-B1-24-2C-6E-26,192.168.171.100,2405:200:902:600:a5b7:8e28:3d8c:74d7,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-79,0.03,0.09,5GHz,36,802.11axa,00:00:19,15-05-2025 10:35:05,,V2055,MOBILE_TABLET,Generic Android,1.3,17,15-05-2025 10:35,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.04992882701630874,0.004992882701630875,False,True
EA-70-1B-56-40-68,172.24.20.238,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-84,0.0,0.01,5GHz,112,802.11axa,01:10:04,15-05-2025 15:04:17,,motorola-edge-50,MOBILE_TABLET,Generic Android,1.3,10,15-05-2025 16:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,00:06:AE:84:F8:27,0.04983864728560905,0.004983864728560905,False,True
50-84-92-94-96-34,172.24.19.0,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-40,26.83,176.43,5GHz,124,802.11axa,00:02:26,15-05-2025 10:47:21,,BLR5GLAPLAVUDYA,Laptop_PC,Windows 10,1.3,54,15-05-2025 10:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.049586724649261615,0.004958672464926162,False,True
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-38,0.07,0.23,5GHz,124,802.11axa,00:41:19,15-05-2025 11:20:49,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,57,15-05-2025 12:02,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.049584266544038025,0.004958426654403803,False,True
70-32-17-0D-66-6E,172.24.17.241,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-58,0.03,0.04,5GHz,124,802.11axa,00:00:09,15-05-2025 15:22:05,,megha,Laptop_PC,Linux Ubuntu 20.04,1.3,37,15-05-2025 15:22,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.04946617747129256,0.004946617747129256,False,True
F2-26-74-BC-56-15,172.24.23.67,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-52,0.0,0.0,5GHz,112,802.11axa,00:00:06,15-05-2025 12:09:22,,vivo-1951,MOBILE_TABLET,Generic Android,1.3,42,15-05-2025 12:09,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.04945108137626142,0.004945108137626142,False,True
A2-B1-24-2C-6E-26,192.168.171.100,2405:200:902:600:a5b7:8e28:3d8c:74d7,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-85,0.24,1.14,5GHz,36,802.11axa,00:34:01,15-05-2025 11:21:20,,V2055,MOBILE_TABLET,Generic Android,1.3,11,15-05-2025 11:55,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.04940686880391809,0.0049406868803918095,False,True
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:53fa:2443:6728:28e7,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-47,0.23,0.11,5GHz,36,802.11axa,00:00:15,14-05-2025 17:08:12,,anusha,Laptop_PC,Linux Ubuntu 20.04,1.3,49,14-05-2025 17:08,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:26,0.04934429966989706,0.004934429966989707,False,True
6C-2F-80-FA-FF-82,172.24.20.195,2401:4900:88ca:cec7:58f9:9e34:3e97:e110,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-83,0.0,0.0,5GHz,112,802.11axa,01:56:33,15-05-2025 13:22:49,,BLROFCLAPSHANTH,Laptop_PC,Windows 10,1.3,11,15-05-2025 15:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.04932295340688797,0.004932295340688797,False,True
F4-7B-09-29-22-37,192.168.70.115,2405:200:902:600:acd5:6be6:7004:7911,Guest_BLR | TEST-A | TEST-A,D32,,Wallplate,,192.168.70.92,fe80::206:aeff:fec4:5766,00:06:ae:c4:57:66,,Guest_Network,-54,0.01,0.0,5GHz,36,802.11axa,00:00:01,15-05-2025 13:28:56,15-05-2025 13:28:57,putraj,Laptop_PC,Linux Ubuntu 20.04,1.3,41,15-05-2025 13:29,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:C4:57:56;00:06:AE:C4:57:57,0.04921381373633371,0.0049213813736333715,False,True
A2-B1-24-2C-6E-26,192.168.171.100,2405:200:902:600:a5b7:8e28:3d8c:74d7,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-85,0.15,0.25,5GHz,36,802.11axa,00:44:00,15-05-2025 11:21:20,,V2055,MOBILE_TABLET,Generic Android,1.3,11,15-05-2025 12:05,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.049147539375576144,0.004914753937557615,False,True
70-32-17-0D-66-6E,172.24.17.241,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-57,0.05,0.09,5GHz,124,802.11axa,00:00:11,15-05-2025 10:15:53,,megha,Laptop_PC,Linux Ubuntu 20.04,1.3,38,15-05-2025 10:16,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.04879424442743707,0.004879424442743707,False,True
58-1C-F8-46-6B-30,172.24.23.177,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-57,0.03,0.16,5GHz,112,802.11axa,00:00:11,15-05-2025 00:24:00,15-05-2025 00:24:11,DESKTOP-7HF0SJ6,Laptop_PC,Windows 10,1.3,38,15-05-2025 00:24,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.04879424442743707,0.004879424442743707,False,True
9A-E3-8E-5E-E2-A2,172.24.23.24,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-86,0.09,0.11,5GHz,124,802.11axa,00:04:55,15-05-2025 10:09:53,,Realme-GT-Master-Edition,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 10:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0487805274388623,0.00487805274388623,False,True
A8-BA-69-B2-B2-2F,172.24.20.73,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-86,0.0,0.0,5GHz,124,802.11axa,00:05:19,15-05-2025 12:14:29,,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 12:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0487805274388623,0.00487805274388623,False,True
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-77,0.0,0.0,5GHz,112,802.11axa,32:13:08,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,17,15-05-2025 15:29,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.048726157519760505,0.004872615751976051,False,True
A0-78-17-8A-C3-9B,192.168.171.127,2405:200:902:600:443a:6001:aac9:6f07,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-58,0.5,0.94,5GHz,36,802.11axa,00:00:08,15-05-2025 13:14:17,,Ambars-MBP-150,Laptop_PC,Mac OS X,1.3,38,15-05-2025 13:14,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.04864847222083846,0.004864847222083846,False,True
6C-2F-80-FA-FF-82,172.24.20.195,2401:4900:88ca:cec7:58f9:9e34:3e97:e110,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-83,0.0,0.0,5GHz,112,802.11axa,01:51:33,15-05-2025 13:22:49,,BLROFCLAPSHANTH,Laptop_PC,Windows 10,1.3,11,15-05-2025 15:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.0485019430660204,0.004850194306602041,False,True
12-18-95-A6-D3-FD,172.24.19.241,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-83,0.0,0.0,5GHz,112,802.11axa,02:05:47,15-05-2025 14:13:26,15-05-2025 16:19:13,iPhone,MOBILE_TABLET,Apple iOS,1.3,12,15-05-2025 16:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.04847456309381648,0.004847456309381649,False,True
1E-29-06-60-62-A0,172.24.21.126,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-86,0.01,0.01,5GHz,124,802.11axa,00:05:03,15-05-2025 11:39:44,,iPhone,MOBILE_TABLET,Apple iOS,1.3,8,15-05-2025 11:44,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.04837025027120545,0.004837025027120545,False,True
5A-EF-13-DA-D1-B7,172.24.23.32,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-86,15.32,1.03,5GHz,124,802.11axa,00:04:20,15-05-2025 14:10:28,,OPPO-K10,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 14:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.04837025027120545,0.004837025027120545,False,True
04-56-E5-32-04-74,172.24.17.15,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-86,0.0,0.0,5GHz,112,802.11axa,00:04:45,14-05-2025 18:59:36,,rishabh,Laptop_PC,Linux Ubuntu 20.04,1.3,8,14-05-2025 19:04,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.04837025027120545,0.004837025027120545,False,True
C4-75-AB-BA-38-03,,2405:200:902:600:6ca:a7d0:465a:c8b3,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-53,0.09,0.09,5GHz,36,802.11axa,00:00:02,15-05-2025 13:58:48,15-05-2025 13:58:50,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,42,15-05-2025 13:59,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.048357446893886435,0.004835744689388644,False,True
CC-15-31-60-4F-91,192.168.171.2,2405:200:902:600:285e:3a11:9606:91ca,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-38,0.05,0.06,2.4GHz,8,802.11axg,09:13:48,14-05-2025 22:29:39,,mi,Laptop_PC,Windows 10,6.3,57,15-05-2025 07:43,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.04812955609544545,0.004812955609544545,False,True
04-56-E5-5B-C7-F5,192.168.171.144,2405:200:902:600:d854:5b1b:23a8:9e5,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-48,0.03,0.03,2.4GHz,8,802.11axg,00:00:13,15-05-2025 11:07:45,15-05-2025 11:07:58,ishant,Laptop_PC,Linux Ubuntu 20.04,6.3,47,15-05-2025 11:08,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.04812255354374895,0.004812255354374895,False,True
80-38-FB-2F-55-62,192.168.171.56,2405:200:902:600:98ac:c8fb:c642:db1c,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-48,0.13,0.09,2.4GHz,8,802.11axg,00:00:13,14-05-2025 18:38:03,14-05-2025 18:38:16,23503--NNW--BLR,Laptop_PC,Linux Ubuntu 20.04,6.3,47,14-05-2025 18:38,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.04812255354374895,0.004812255354374895,False,True
1A-F2-64-F2-D0-56,172.24.19.125,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-85,0.0,0.0,5GHz,124,802.11axa,00:03:36,14-05-2025 17:11:50,,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,10,14-05-2025 17:15,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.04810580170969525,0.004810580170969525,False,True
F2-26-74-BC-56-15,172.24.23.67,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-85,0.0,0.0,5GHz,112,802.11axa,00:15:54,15-05-2025 13:38:28,,vivo-1951,MOBILE_TABLET,Generic Android,1.3,9,15-05-2025 13:54,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.04795364784563039,0.004795364784563039,False,True
CC-15-31-60-4F-91,192.168.171.2,2405:200:902:600:285e:3a11:9606:91ca,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-38,0.05,0.05,2.4GHz,8,802.11axg,09:53:47,14-05-2025 22:29:39,,mi,Laptop_PC,Windows 10,6.3,57,15-05-2025 08:23,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.047719719217127476,0.004771971921712748,False,True
1E-E2-9B-FF-19-52,172.24.19.96,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-85,0.1,4.91,5GHz,149,802.11axa,00:03:39,14-05-2025 19:05:30,,Pixel-9a,MOBILE_TABLET,Generic Android,1.3,9,14-05-2025 19:09,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.04763657357807638,0.004763657357807639,False,True
F4-7B-09-29-22-37,192.168.70.115,2405:200:902:600:e664:d217:a4fb:68f1,Guest_BLR | TEST-A | TEST-A,D32,,Wallplate,,192.168.70.92,fe80::206:aeff:fec4:5766,00:06:ae:c4:57:66,,Guest_Network,-54,0.04,0.03,5GHz,36,802.11axa,00:00:02,15-05-2025 12:49:06,,putraj,Laptop_PC,Linux Ubuntu 20.04,1.3,41,15-05-2025 12:49,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:C4:57:56;00:06:AE:C4:57:57,0.047573198242297776,0.004757319824229778,False,True
70-32-17-12-6A-C9,192.168.171.235,2405:200:902:600:cfd:e00a:29c4:d969,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-54,0.0,0.0,5GHz,36,802.11axa,00:00:02,15-05-2025 11:00:08,15-05-2025 11:00:10,varun,Laptop_PC,Linux Ubuntu 20.04,1.3,41,15-05-2025 11:00,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.047573198242297776,0.004757319824229778,False,True
5E-6B-A0-E6-16-19,172.24.23.224,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,fe80::206:aeff:fe60:7bb7,00:06:ae:60:7b:b7,,5G_R&D,-67,0.0,0.0,5GHz,124,802.11axa,00:00:14,15-05-2025 13:16:35,,vardhan-s-F23,MOBILE_TABLET,Generic Android,1.3,28,15-05-2025 13:16,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.04745774617978993,0.004745774617978993,False,True
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-39,0.11,0.23,5GHz,124,802.11axa,00:16:19,15-05-2025 11:20:49,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,56,15-05-2025 11:37,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.04741114560991233,0.004741114560991234,False,True
